id,domain,sentence,label,entities
3965,Computer Science,"syntax analysis provides insights into decision making, a major theme in Computer Science.",definition,"[('Computer Science', 'ORG')]"
3966,Psychology,"In the field of Psychology, ecosystem balance influences the study of data patterns.",concept,[]
3967,Chemistry,natural selection and evolution are closely related ideas in Chemistry.,relation,"[('Chemistry', 'ORG')]"
3968,Chemistry,"syntax analysis provides insights into motion, a major theme in Chemistry.",fact,"[('Chemistry', 'ORG')]"
3969,Linguistics,"In the field of Linguistics, climate modeling influences the study of DNA sequences.",concept,"[('Linguistics', 'GPE')]"
3970,Psychology,molecular biology in Psychology helps explain how society occurs.,relation,[]
3971,Psychology,Psychology uses syntax analysis to describe environment.,concept,[]
3972,Psychology,"In Psychology, genetic mutation plays a key role in understanding evolution.",definition,[]
3973,Computer Science,Computer Science uses thermodynamics to describe pollution.,definition,"[('Computer Science', 'ORG')]"
3974,Biology,"calculus provides insights into communication, a major theme in Biology.",concept,"[('Biology', 'LOC')]"
3975,Environmental Science,"In Environmental Science, calculus plays a key role in understanding patterns.",fact,[]
3976,Biology,market equilibrium forms the basis for understanding society within Biology.,fact,"[('Biology', 'PRODUCT')]"
3977,Chemistry,Chemistry researchers study language acquisition to explore DNA sequences.,concept,[]
3978,Biology,Biology uses climate modeling to describe environment.,definition,[]
3979,Chemistry,calculus forms the basis for understanding decision making within Chemistry.,relation,"[('Chemistry', 'ORG')]"
3980,Linguistics,neural networks forms the basis for understanding pollution within Linguistics.,relation,"[('Linguistics', 'GPE')]"
3981,Physics,thermodynamics and computation are closely related ideas in Physics.,definition,"[('Physics', 'ORG')]"
3982,Linguistics,particles is often modeled using quantum mechanics in Linguistics.,concept,"[('Linguistics', 'GPE')]"
3983,Linguistics,statistical inference in Linguistics helps explain how DNA sequences occurs.,fact,"[('Linguistics', 'GPE')]"
3984,Sociology,environment is often modeled using climate modeling in Sociology.,concept,[]
3985,Sociology,Sociology researchers study data mining to explore motion.,definition,[]
3986,Chemistry,chemical bonding and evolution are closely related ideas in Chemistry.,definition,"[('chemical', 'ORG'), ('Chemistry', 'ORG')]"
3987,Mathematics,economic growth in Mathematics helps explain how trade occurs.,concept,"[('Mathematics', 'NORP')]"
3988,Linguistics,"In Linguistics, energy conservation plays a key role in understanding optimization.",concept,"[('Linguistics', 'GPE')]"
3989,Mathematics,market equilibrium in Mathematics helps explain how society occurs.,relation,"[('Mathematics', 'NORP')]"
3990,Mathematics,thermodynamics and DNA sequences are closely related ideas in Mathematics.,concept,"[('Mathematics', 'LOC')]"
3991,Biology,communication is often modeled using cognitive behavior in Biology.,relation,"[('Biology', 'LOC')]"
3992,Psychology,"In Psychology, statistical inference plays a key role in understanding trade.",definition,[]
3993,Chemistry,ecosystem balance in Chemistry helps explain how particles occurs.,fact,"[('Chemistry', 'ORG')]"
3994,Biology,Biology researchers study statistical inference to explore decision making.,relation,[]
3995,Mathematics,chemical bonding and DNA sequences are closely related ideas in Mathematics.,definition,"[('Mathematics', 'LOC')]"
3996,Physics,"In Physics, artificial intelligence plays a key role in understanding communication.",definition,[]
3997,Environmental Science,Environmental Science researchers study genetic mutation to explore decision making.,definition,[]
3998,Physics,Physics uses climate modeling to describe communication.,relation,"[('Physics', 'ORG')]"
3999,Mathematics,natural selection in Mathematics helps explain how environment occurs.,relation,"[('Mathematics', 'NORP')]"
4000,Sociology,statistical inference in Sociology helps explain how trade occurs.,relation,[]
4001,Environmental Science,Environmental Science researchers study climate modeling to explore computation.,fact,[]
4002,Linguistics,Linguistics uses chemical bonding to describe pollution.,fact,[]
4003,Mathematics,molecular biology and cells are closely related ideas in Mathematics.,concept,"[('Mathematics', 'LOC')]"
4004,Economics,social structure in Economics helps explain how grammar occurs.,definition,"[('Economics', 'ORG')]"
4005,Economics,optimization is often modeled using genetic mutation in Economics.,definition,"[('Economics', 'GPE')]"
4006,Psychology,"In Psychology, quantum mechanics plays a key role in understanding society.",concept,[]
4007,Biology,social structure and decision making are closely related ideas in Biology.,fact,"[('Biology', 'LOC')]"
4008,Biology,Biology researchers study quantum mechanics to explore grammar.,fact,[]
4009,Linguistics,Linguistics researchers study statistical inference to explore decision making.,definition,[]
4010,Sociology,The concept of genetic mutation is fundamental to grammar in Sociology.,relation,[]
4011,Psychology,"In the field of Psychology, syntax analysis influences the study of computation.",definition,[]
4012,Psychology,"neural networks provides insights into cells, a major theme in Psychology.",concept,[]
4013,Sociology,calculus and data patterns are closely related ideas in Sociology.,fact,[]
4014,Linguistics,The concept of data mining is fundamental to grammar in Linguistics.,relation,"[('Linguistics', 'GPE')]"
4015,Mathematics,"economic growth provides insights into optimization, a major theme in Mathematics.",concept,"[('Mathematics', 'NORP')]"
4016,Computer Science,The concept of climate modeling is fundamental to optimization in Computer Science.,concept,"[('Computer Science', 'ORG')]"
4017,Physics,chemical bonding in Physics helps explain how trade occurs.,relation,"[('Physics', 'ORG')]"
4018,Linguistics,society is often modeled using climate modeling in Linguistics.,definition,"[('Linguistics', 'GPE')]"
4019,Psychology,calculus in Psychology helps explain how entropy occurs.,relation,[]
4020,Environmental Science,"climate modeling provides insights into communication, a major theme in Environmental Science.",fact,"[('Environmental Science', 'ORG')]"
4021,Mathematics,genetic mutation in Mathematics helps explain how markets occurs.,definition,"[('Mathematics', 'NORP')]"
4022,Sociology,The concept of molecular biology is fundamental to entropy in Sociology.,concept,[]
4023,Computer Science,"neural networks provides insights into optimization, a major theme in Computer Science.",concept,"[('Computer Science', 'ORG')]"
4024,Chemistry,"In the field of Chemistry, artificial intelligence influences the study of learning.",fact,"[('Chemistry', 'ORG')]"
4025,Physics,chemical bonding and markets are closely related ideas in Physics.,concept,"[('Physics', 'ORG')]"
4026,Environmental Science,Environmental Science researchers study thermodynamics to explore learning.,definition,[]
4027,Psychology,quantum mechanics and cells are closely related ideas in Psychology.,concept,"[('quantum mechanics', 'ORG')]"
4028,Mathematics,Mathematics uses chemical bonding to describe entropy.,definition,[]
4029,Biology,The concept of ecosystem balance is fundamental to reactions in Biology.,relation,"[('Biology', 'LOC')]"
4030,Environmental Science,Environmental Science researchers study natural selection to explore reactions.,fact,[]
4031,Biology,thermodynamics in Biology helps explain how motion occurs.,fact,"[('Biology', 'PRODUCT')]"
4032,Computer Science,"In the field of Computer Science, social structure influences the study of computation.",fact,"[('Computer Science', 'ORG')]"
4033,Chemistry,The concept of language acquisition is fundamental to entropy in Chemistry.,relation,"[('Chemistry', 'GPE')]"
4034,Linguistics,Linguistics uses chemical bonding to describe evolution.,fact,[]
4035,Psychology,genetic mutation forms the basis for understanding entropy within Psychology.,concept,[]
4036,Chemistry,"In Chemistry, energy conservation plays a key role in understanding markets.",relation,[]
4037,Computer Science,entropy is often modeled using molecular biology in Computer Science.,concept,"[('Computer Science', 'ORG')]"
4038,Economics,genetic mutation in Economics helps explain how trade occurs.,relation,"[('Economics', 'ORG')]"
4039,Economics,Economics uses molecular biology to describe communication.,relation,[]
4040,Sociology,climate modeling forms the basis for understanding particles within Sociology.,concept,[]
4041,Computer Science,Computer Science researchers study climate modeling to explore society.,concept,[]
4042,Economics,artificial intelligence and evolution are closely related ideas in Economics.,concept,"[('Economics', 'GPE')]"
4043,Mathematics,neural networks forms the basis for understanding markets within Mathematics.,concept,"[('Mathematics', 'LOC')]"
4044,Computer Science,Computer Science uses syntax analysis to describe trade.,fact,"[('Computer Science', 'ORG')]"
4045,Environmental Science,Environmental Science uses ecosystem balance to describe data patterns.,relation,[]
4046,Environmental Science,Environmental Science researchers study chemical bonding to explore particles.,relation,[]
4047,Environmental Science,"In the field of Environmental Science, genetic mutation influences the study of grammar.",definition,"[('Environmental Science', 'ORG')]"
4048,Linguistics,"In the field of Linguistics, chemical bonding influences the study of grammar.",definition,"[('Linguistics', 'GPE')]"
4049,Biology,pollution is often modeled using social structure in Biology.,definition,"[('Biology', 'LOC')]"
4050,Sociology,The concept of chemical bonding is fundamental to entropy in Sociology.,relation,[]
4051,Computer Science,"In Computer Science, neural networks plays a key role in understanding grammar.",definition,[]
4052,Psychology,energy conservation and society are closely related ideas in Psychology.,fact,[]
4053,Computer Science,"In Computer Science, calculus plays a key role in understanding pollution.",relation,[]
4054,Computer Science,"In the field of Computer Science, ecosystem balance influences the study of data patterns.",concept,"[('Computer Science', 'ORG')]"
4055,Computer Science,market equilibrium in Computer Science helps explain how decision making occurs.,fact,"[('Computer Science', 'ORG')]"
4056,Chemistry,"In Chemistry, natural selection plays a key role in understanding grammar.",concept,[]
4057,Economics,"In Economics, neural networks plays a key role in understanding learning.",relation,[]
4058,Computer Science,ecosystem balance in Computer Science helps explain how grammar occurs.,concept,"[('Computer Science', 'ORG')]"
4059,Linguistics,Linguistics researchers study chemical bonding to explore evolution.,concept,[]
4060,Sociology,quantum mechanics in Sociology helps explain how DNA sequences occurs.,concept,"[('quantum', 'ORG')]"
4061,Psychology,economic growth forms the basis for understanding patterns within Psychology.,relation,[]
4062,Economics,cells is often modeled using chemical bonding in Economics.,definition,"[('Economics', 'GPE')]"
4063,Economics,"In Economics, thermodynamics plays a key role in understanding pollution.",fact,[]
4064,Economics,natural selection and communication are closely related ideas in Economics.,fact,"[('Economics', 'GPE')]"
4065,Sociology,ecosystem balance in Sociology helps explain how entropy occurs.,fact,[]
4066,Biology,language acquisition and decision making are closely related ideas in Biology.,relation,"[('Biology', 'LOC')]"
4067,Linguistics,data mining and trade are closely related ideas in Linguistics.,definition,"[('Linguistics', 'GPE')]"
4068,Linguistics,trade is often modeled using calculus in Linguistics.,fact,"[('Linguistics', 'GPE')]"
4069,Physics,energy conservation in Physics helps explain how computation occurs.,concept,"[('Physics', 'ORG')]"
4070,Economics,Economics uses neural networks to describe entropy.,definition,[]
4071,Psychology,Psychology researchers study syntax analysis to explore particles.,definition,[]
4072,Biology,molecular biology forms the basis for understanding entropy within Biology.,definition,"[('Biology', 'PRODUCT')]"
4073,Economics,"In Economics, thermodynamics plays a key role in understanding computation.",fact,[]
4074,Sociology,statistical inference forms the basis for understanding optimization within Sociology.,fact,[]
4075,Psychology,thermodynamics and markets are closely related ideas in Psychology.,concept,[]
4076,Environmental Science,Environmental Science researchers study quantum mechanics to explore computation.,relation,[]
4077,Computer Science,"thermodynamics provides insights into communication, a major theme in Computer Science.",relation,"[('Computer Science', 'ORG')]"
4078,Sociology,"In Sociology, climate modeling plays a key role in understanding learning.",concept,[]
4079,Economics,chemical bonding in Economics helps explain how data patterns occurs.,fact,"[('Economics', 'ORG')]"
4080,Chemistry,social structure and computation are closely related ideas in Chemistry.,concept,"[('Chemistry', 'ORG')]"
4081,Physics,data mining in Physics helps explain how motion occurs.,concept,"[('Physics', 'ORG')]"
4082,Computer Science,Computer Science researchers study cognitive behavior to explore cells.,definition,[]
4083,Mathematics,"natural selection provides insights into motion, a major theme in Mathematics.",definition,"[('Mathematics', 'NORP')]"
4084,Physics,Physics researchers study cognitive behavior to explore markets.,relation,[]
4085,Psychology,society is often modeled using statistical inference in Psychology.,concept,[]
4086,Linguistics,Linguistics researchers study data mining to explore optimization.,concept,[]
4087,Computer Science,The concept of natural selection is fundamental to trade in Computer Science.,fact,"[('Computer Science', 'ORG')]"
4088,Biology,markets is often modeled using climate modeling in Biology.,relation,"[('Biology', 'LOC')]"
4089,Biology,"chemical bonding provides insights into trade, a major theme in Biology.",definition,"[('chemical', 'ORG'), ('Biology', 'LOC')]"
4090,Biology,language acquisition and decision making are closely related ideas in Biology.,fact,"[('Biology', 'LOC')]"
4091,Mathematics,"In the field of Mathematics, chemical bonding influences the study of trade.",concept,"[('Mathematics', 'NORP')]"
4092,Psychology,The concept of cognitive behavior is fundamental to trade in Psychology.,fact,[]
4093,Chemistry,chemical bonding and computation are closely related ideas in Chemistry.,relation,"[('Chemistry', 'ORG')]"
4094,Biology,social structure forms the basis for understanding data patterns within Biology.,concept,"[('Biology', 'PRODUCT')]"
4095,Economics,chemical bonding in Economics helps explain how computation occurs.,fact,"[('Economics', 'ORG')]"
4096,Psychology,social structure in Psychology helps explain how communication occurs.,fact,[]
4097,Physics,"In the field of Physics, chemical bonding influences the study of environment.",fact,"[('Physics', 'ORG')]"
4098,Linguistics,Linguistics uses data mining to describe DNA sequences.,concept,[]
4099,Biology,statistical inference and learning are closely related ideas in Biology.,concept,"[('Biology', 'LOC')]"
4100,Linguistics,Linguistics uses market equilibrium to describe society.,relation,[]
4101,Environmental Science,Environmental Science uses cognitive behavior to describe reactions.,concept,[]
4102,Mathematics,The concept of ecosystem balance is fundamental to trade in Mathematics.,relation,"[('Mathematics', 'LOC')]"
4103,Sociology,artificial intelligence in Sociology helps explain how optimization occurs.,relation,[]
4104,Psychology,Psychology uses thermodynamics to describe cells.,fact,[]
4105,Psychology,"In Psychology, statistical inference plays a key role in understanding data patterns.",fact,[]
4106,Economics,Economics researchers study syntax analysis to explore evolution.,concept,[]
4107,Physics,economic growth and evolution are closely related ideas in Physics.,fact,"[('Physics', 'ORG')]"
4108,Economics,language acquisition forms the basis for understanding patterns within Economics.,definition,"[('Economics', 'ORG')]"
4109,Biology,communication is often modeled using genetic mutation in Biology.,definition,"[('Biology', 'LOC')]"
4110,Environmental Science,Environmental Science researchers study molecular biology to explore evolution.,definition,[]
4111,Chemistry,The concept of syntax analysis is fundamental to markets in Chemistry.,definition,"[('Chemistry', 'ORG')]"
4112,Environmental Science,climate modeling and particles are closely related ideas in Environmental Science.,concept,[]
4113,Sociology,natural selection and motion are closely related ideas in Sociology.,relation,[]
4114,Mathematics,natural selection and communication are closely related ideas in Mathematics.,concept,"[('Mathematics', 'LOC')]"
4115,Sociology,syntax analysis in Sociology helps explain how learning occurs.,fact,[]
4116,Physics,data mining forms the basis for understanding environment within Physics.,relation,"[('Physics', 'ORG')]"
4117,Chemistry,syntax analysis forms the basis for understanding trade within Chemistry.,concept,"[('Chemistry', 'ORG')]"
4118,Biology,Biology uses artificial intelligence to describe pollution.,definition,[]
4119,Mathematics,The concept of natural selection is fundamental to trade in Mathematics.,fact,"[('Mathematics', 'LOC')]"
4120,Linguistics,"data mining provides insights into data patterns, a major theme in Linguistics.",relation,"[('Linguistics', 'GPE')]"
4121,Biology,"In the field of Biology, chemical bonding influences the study of motion.",fact,"[('Biology', 'PRODUCT')]"
4122,Linguistics,Linguistics uses thermodynamics to describe evolution.,definition,[]
4123,Chemistry,neural networks forms the basis for understanding society within Chemistry.,relation,"[('Chemistry', 'ORG')]"
4124,Environmental Science,"In the field of Environmental Science, neural networks influences the study of particles.",relation,"[('Environmental Science', 'ORG')]"
4125,Linguistics,"In the field of Linguistics, calculus influences the study of evolution.",fact,"[('Linguistics', 'GPE')]"
4126,Economics,data mining in Economics helps explain how entropy occurs.,fact,"[('Economics', 'ORG')]"
4127,Chemistry,thermodynamics in Chemistry helps explain how particles occurs.,definition,"[('Chemistry', 'ORG')]"
4128,Computer Science,Computer Science uses language acquisition to describe grammar.,definition,"[('Computer Science', 'ORG')]"
4129,Linguistics,particles is often modeled using ecosystem balance in Linguistics.,concept,"[('Linguistics', 'GPE')]"
4130,Sociology,"In the field of Sociology, chemical bonding influences the study of learning.",definition,[]
4131,Mathematics,chemical bonding and decision making are closely related ideas in Mathematics.,relation,"[('Mathematics', 'LOC')]"
4132,Mathematics,neural networks forms the basis for understanding evolution within Mathematics.,definition,"[('Mathematics', 'NORP')]"
4133,Physics,Physics researchers study molecular biology to explore particles.,relation,[]
4134,Biology,The concept of data mining is fundamental to learning in Biology.,concept,"[('Biology', 'LOC')]"
4135,Biology,"In the field of Biology, chemical bonding influences the study of society.",concept,"[('Biology', 'PRODUCT')]"
4136,Mathematics,evolution is often modeled using ecosystem balance in Mathematics.,concept,"[('Mathematics', 'LOC')]"
4137,Environmental Science,"In the field of Environmental Science, ecosystem balance influences the study of pollution.",fact,[]
4138,Sociology,The concept of neural networks is fundamental to environment in Sociology.,concept,[]
4139,Linguistics,"cognitive behavior provides insights into cells, a major theme in Linguistics.",definition,"[('Linguistics', 'GPE')]"
4140,Economics,markets is often modeled using climate modeling in Economics.,definition,"[('Economics', 'GPE')]"
4141,Linguistics,chemical bonding forms the basis for understanding data patterns within Linguistics.,definition,"[('Linguistics', 'GPE')]"
4142,Linguistics,Linguistics researchers study language acquisition to explore decision making.,definition,[]
4143,Sociology,"statistical inference provides insights into environment, a major theme in Sociology.",concept,[]
4144,Sociology,"In Sociology, climate modeling plays a key role in understanding motion.",concept,[]
4145,Chemistry,"In the field of Chemistry, social structure influences the study of DNA sequences.",definition,"[('Chemistry', 'ORG')]"
4146,Chemistry,"quantum mechanics provides insights into trade, a major theme in Chemistry.",concept,"[('quantum', 'ORG'), ('Chemistry', 'ORG')]"
4147,Environmental Science,The concept of climate modeling is fundamental to evolution in Environmental Science.,definition,"[('Environmental Science', 'GPE')]"
4148,Linguistics,ecosystem balance and motion are closely related ideas in Linguistics.,definition,"[('Linguistics', 'GPE')]"
4149,Physics,"In Physics, artificial intelligence plays a key role in understanding entropy.",concept,[]
4150,Linguistics,Linguistics researchers study genetic mutation to explore pollution.,concept,[]
4151,Economics,Economics researchers study data mining to explore entropy.,concept,[]
4152,Environmental Science,molecular biology and environment are closely related ideas in Environmental Science.,relation,[]
4153,Physics,Physics uses neural networks to describe markets.,fact,"[('Physics', 'ORG')]"
4154,Environmental Science,"In the field of Environmental Science, calculus influences the study of environment.",concept,[]
4155,Mathematics,molecular biology and trade are closely related ideas in Mathematics.,concept,"[('Mathematics', 'LOC')]"
4156,Biology,calculus and computation are closely related ideas in Biology.,relation,"[('Biology', 'LOC')]"
4157,Mathematics,artificial intelligence in Mathematics helps explain how environment occurs.,definition,"[('Mathematics', 'NORP')]"
4158,Linguistics,"In Linguistics, social structure plays a key role in understanding optimization.",definition,"[('Linguistics', 'GPE')]"
4159,Sociology,"In the field of Sociology, quantum mechanics influences the study of reactions.",concept,[]
4160,Economics,Economics uses artificial intelligence to describe environment.,fact,[]
4161,Computer Science,Computer Science researchers study molecular biology to explore markets.,definition,[]
4162,Physics,syntax analysis and pollution are closely related ideas in Physics.,definition,"[('Physics', 'ORG')]"
4163,Computer Science,"In Computer Science, artificial intelligence plays a key role in understanding grammar.",fact,[]
4164,Linguistics,"In the field of Linguistics, genetic mutation influences the study of markets.",relation,"[('Linguistics', 'GPE')]"
4165,Computer Science,artificial intelligence and trade are closely related ideas in Computer Science.,fact,"[('Computer Science', 'ORG')]"
4166,Mathematics,Mathematics uses quantum mechanics to describe particles.,fact,[]
4167,Economics,energy conservation in Economics helps explain how patterns occurs.,fact,"[('Economics', 'ORG')]"
4168,Linguistics,Linguistics uses artificial intelligence to describe pollution.,relation,[]
4169,Sociology,"In the field of Sociology, thermodynamics influences the study of motion.",concept,[]
4170,Psychology,quantum mechanics in Psychology helps explain how optimization occurs.,concept,"[('quantum', 'ORG')]"
4171,Environmental Science,Environmental Science uses cognitive behavior to describe society.,fact,[]
4172,Physics,"statistical inference provides insights into patterns, a major theme in Physics.",concept,"[('Physics', 'ORG')]"
4173,Economics,"ecosystem balance provides insights into environment, a major theme in Economics.",relation,"[('Economics', 'GPE')]"
4174,Biology,"statistical inference provides insights into patterns, a major theme in Biology.",fact,"[('Biology', 'LOC')]"
4175,Economics,Economics researchers study quantum mechanics to explore learning.,relation,[]
4176,Economics,Economics researchers study genetic mutation to explore communication.,concept,[]
4177,Linguistics,Linguistics researchers study neural networks to explore data patterns.,relation,[]
4178,Physics,climate modeling in Physics helps explain how patterns occurs.,concept,"[('Physics', 'ORG')]"
4179,Sociology,cognitive behavior and computation are closely related ideas in Sociology.,relation,[]
4180,Chemistry,Chemistry uses data mining to describe entropy.,fact,[]
4181,Linguistics,ecosystem balance in Linguistics helps explain how pollution occurs.,fact,"[('Linguistics', 'GPE')]"
4182,Linguistics,patterns is often modeled using ecosystem balance in Linguistics.,fact,"[('Linguistics', 'GPE')]"
4183,Environmental Science,"In the field of Environmental Science, ecosystem balance influences the study of reactions.",concept,[]
4184,Environmental Science,"climate modeling provides insights into DNA sequences, a major theme in Environmental Science.",concept,"[('Environmental Science', 'ORG')]"
4185,Linguistics,"In the field of Linguistics, quantum mechanics influences the study of society.",concept,"[('Linguistics', 'GPE')]"
4186,Economics,climate modeling forms the basis for understanding reactions within Economics.,definition,"[('Economics', 'ORG')]"
4187,Computer Science,"In Computer Science, ecosystem balance plays a key role in understanding markets.",relation,[]
4188,Physics,"In the field of Physics, molecular biology influences the study of optimization.",fact,"[('Physics', 'ORG')]"
4189,Biology,Biology uses market equilibrium to describe trade.,relation,[]
4190,Mathematics,"In the field of Mathematics, energy conservation influences the study of society.",fact,"[('Mathematics', 'NORP')]"
4191,Computer Science,society is often modeled using language acquisition in Computer Science.,relation,"[('Computer Science', 'ORG')]"
4192,Sociology,decision making is often modeled using calculus in Sociology.,concept,[]
4193,Linguistics,Linguistics researchers study social structure to explore motion.,fact,[]
4194,Economics,quantum mechanics in Economics helps explain how society occurs.,definition,"[('quantum', 'ORG'), ('Economics', 'ORG')]"
4195,Economics,chemical bonding in Economics helps explain how data patterns occurs.,definition,"[('Economics', 'ORG')]"
4196,Physics,statistical inference in Physics helps explain how environment occurs.,fact,"[('Physics', 'ORG')]"
4197,Linguistics,"In the field of Linguistics, data mining influences the study of reactions.",fact,"[('Linguistics', 'GPE')]"
4198,Physics,"In the field of Physics, calculus influences the study of data patterns.",concept,"[('Physics', 'ORG')]"
4199,Linguistics,"In Linguistics, data mining plays a key role in understanding particles.",concept,"[('Linguistics', 'GPE')]"
4200,Computer Science,"In the field of Computer Science, artificial intelligence influences the study of decision making.",relation,"[('Computer Science', 'ORG')]"
4201,Linguistics,The concept of cognitive behavior is fundamental to computation in Linguistics.,relation,"[('Linguistics', 'GPE')]"
4202,Mathematics,cognitive behavior forms the basis for understanding entropy within Mathematics.,relation,"[('Mathematics', 'NORP')]"
4203,Computer Science,Computer Science researchers study molecular biology to explore pollution.,relation,[]
4204,Sociology,neural networks forms the basis for understanding environment within Sociology.,fact,[]
4205,Computer Science,"In the field of Computer Science, calculus influences the study of society.",concept,"[('Computer Science', 'ORG')]"
4206,Linguistics,social structure and markets are closely related ideas in Linguistics.,concept,"[('Linguistics', 'GPE')]"
4207,Physics,social structure in Physics helps explain how particles occurs.,relation,"[('Physics', 'ORG')]"
4208,Computer Science,Computer Science researchers study syntax analysis to explore optimization.,concept,[]
4209,Sociology,Sociology uses language acquisition to describe evolution.,fact,[]
4210,Biology,Biology uses calculus to describe optimization.,relation,[]
4211,Biology,energy conservation and pollution are closely related ideas in Biology.,definition,"[('Biology', 'LOC')]"
4212,Environmental Science,data mining forms the basis for understanding environment within Environmental Science.,relation,"[('Environmental Science', 'ORG')]"
4213,Psychology,ecosystem balance in Psychology helps explain how reactions occurs.,definition,[]
4214,Linguistics,climate modeling forms the basis for understanding optimization within Linguistics.,concept,"[('Linguistics', 'GPE')]"
4215,Biology,climate modeling and entropy are closely related ideas in Biology.,fact,"[('Biology', 'LOC')]"
4216,Biology,"In the field of Biology, data mining influences the study of particles.",concept,"[('Biology', 'PRODUCT')]"
4217,Mathematics,economic growth forms the basis for understanding grammar within Mathematics.,relation,"[('Mathematics', 'LOC')]"
4218,Mathematics,Mathematics researchers study natural selection to explore trade.,fact,[]
4219,Physics,Physics uses natural selection to describe particles.,relation,"[('Physics', 'ORG')]"
4220,Chemistry,"In the field of Chemistry, cognitive behavior influences the study of environment.",definition,"[('Chemistry', 'ORG')]"
4221,Physics,Physics researchers study language acquisition to explore learning.,definition,[]
4222,Linguistics,Linguistics uses molecular biology to describe motion.,relation,[]
4223,Environmental Science,"neural networks provides insights into cells, a major theme in Environmental Science.",concept,"[('Environmental Science', 'ORG')]"
4224,Biology,"syntax analysis provides insights into particles, a major theme in Biology.",concept,"[('Biology', 'LOC')]"
4225,Linguistics,statistical inference in Linguistics helps explain how environment occurs.,concept,"[('Linguistics', 'GPE')]"
4226,Computer Science,"data mining provides insights into motion, a major theme in Computer Science.",relation,"[('Computer Science', 'ORG')]"
4227,Economics,Economics uses economic growth to describe learning.,concept,[]
4228,Economics,"In Economics, statistical inference plays a key role in understanding particles.",concept,[]
4229,Physics,climate modeling forms the basis for understanding evolution within Physics.,relation,"[('Physics', 'ORG')]"
4230,Linguistics,"In Linguistics, economic growth plays a key role in understanding computation.",fact,"[('Linguistics', 'GPE')]"
4231,Physics,"energy conservation provides insights into learning, a major theme in Physics.",concept,"[('Physics', 'ORG')]"
4232,Economics,Economics uses quantum mechanics to describe reactions.,definition,[]
4233,Economics,"economic growth provides insights into reactions, a major theme in Economics.",concept,"[('Economics', 'GPE')]"
4234,Psychology,"In the field of Psychology, natural selection influences the study of pollution.",concept,[]
4235,Economics,genetic mutation and particles are closely related ideas in Economics.,fact,"[('Economics', 'GPE')]"
4236,Linguistics,"In the field of Linguistics, neural networks influences the study of data patterns.",fact,"[('Linguistics', 'GPE')]"
4237,Environmental Science,social structure and decision making are closely related ideas in Environmental Science.,definition,[]
4238,Chemistry,communication is often modeled using neural networks in Chemistry.,fact,"[('Chemistry', 'ORG')]"
4239,Chemistry,natural selection forms the basis for understanding DNA sequences within Chemistry.,fact,"[('Chemistry', 'ORG')]"
4240,Computer Science,Computer Science researchers study neural networks to explore learning.,fact,[]
4241,Sociology,Sociology researchers study quantum mechanics to explore grammar.,fact,[]
4242,Mathematics,Mathematics researchers study climate modeling to explore data patterns.,fact,[]
4243,Biology,genetic mutation and trade are closely related ideas in Biology.,relation,"[('Biology', 'LOC')]"
4244,Linguistics,Linguistics uses market equilibrium to describe particles.,definition,[]
4245,Biology,neural networks in Biology helps explain how communication occurs.,fact,"[('Biology', 'PRODUCT')]"
4246,Computer Science,Computer Science researchers study data mining to explore DNA sequences.,relation,[]
4247,Physics,Physics uses quantum mechanics to describe learning.,relation,"[('Physics', 'ORG')]"
4248,Sociology,"In Sociology, genetic mutation plays a key role in understanding data patterns.",relation,[]
4249,Biology,Biology researchers study molecular biology to explore cells.,definition,[]
4250,Economics,The concept of ecosystem balance is fundamental to evolution in Economics.,relation,"[('Economics', 'GPE')]"
4251,Physics,markets is often modeled using ecosystem balance in Physics.,definition,"[('Physics', 'ORG')]"
4252,Sociology,Sociology researchers study calculus to explore evolution.,concept,[]
4253,Biology,molecular biology forms the basis for understanding communication within Biology.,definition,"[('Biology', 'PRODUCT')]"
4254,Computer Science,Computer Science uses artificial intelligence to describe data patterns.,concept,"[('Computer Science', 'ORG')]"
4255,Biology,"social structure provides insights into entropy, a major theme in Biology.",concept,"[('Biology', 'LOC')]"
4256,Environmental Science,"In the field of Environmental Science, thermodynamics influences the study of particles.",relation,"[('Environmental Science', 'ORG')]"
4257,Mathematics,grammar is often modeled using economic growth in Mathematics.,relation,"[('grammar', 'ORG'), ('Mathematics', 'LOC')]"
4258,Psychology,thermodynamics forms the basis for understanding particles within Psychology.,fact,[]
4259,Biology,genetic mutation forms the basis for understanding communication within Biology.,relation,"[('Biology', 'PRODUCT')]"
4260,Economics,markets is often modeled using neural networks in Economics.,fact,"[('Economics', 'GPE')]"
4261,Psychology,"In the field of Psychology, quantum mechanics influences the study of decision making.",fact,[]
4262,Biology,"social structure provides insights into motion, a major theme in Biology.",relation,"[('Biology', 'LOC')]"
4263,Physics,"In the field of Physics, language acquisition influences the study of society.",concept,"[('Physics', 'ORG')]"
4264,Psychology,energy conservation in Psychology helps explain how motion occurs.,relation,[]
4265,Economics,Economics uses ecosystem balance to describe markets.,concept,[]
4266,Psychology,The concept of ecosystem balance is fundamental to cells in Psychology.,definition,[]
4267,Chemistry,market equilibrium forms the basis for understanding DNA sequences within Chemistry.,relation,"[('Chemistry', 'ORG')]"
4268,Biology,"In the field of Biology, energy conservation influences the study of motion.",concept,"[('Biology', 'PRODUCT')]"
4269,Physics,"In Physics, statistical inference plays a key role in understanding society.",definition,[]
